Ticket;OpenTime;CloseTime;Type;Symbol;Volume;OpenPrice;ClosePrice;Commission;Swap;Profit;NetProfit;Balance;Duration_Minutes;MagicNumber;Comment
394;2012.11.23 17:20:00;2012.11.23 18:34:01;Buy;EURUSD;0.10;1.29652;1.29795;0.00;0.00;11.02;11.02;14303.12;74;161348;sl 1.29796
397;2012.12.03 17:00:00;2012.12.04 14:37:03;Buy;EURUSD;0.10;1.30729;1.30903;0.00;-0.65;13.29;12.64;14315.76;1297;161348;sl 1.30903
398;2012.12.04 13:40:00;2012.12.05 01:26:31;Buy;EURUSD;0.10;1.30922;1.31059;0.00;-0.65;10.45;9.80;14325.56;706;161348;sl 1.31061
400;2012.12.11 16:00:00;2012.12.12 10:44:39;Buy;EURUSD;0.10;1.30000;1.30142;0.00;-0.65;10.91;10.26;14335.82;1124;161348;sl 1.30144
402;2012.12.18 17:00:00;2012.12.18 19:29:18;Buy;EURUSD;0.10;1.32129;1.32276;0.00;0.00;11.11;11.11;14346.93;149;161348;sl 1.32276
404;2012.12.19 13:40:00;2012.12.26 11:40:00;Buy;EURUSD;0.10;1.32960;1.32096;0.00;-3.85;-65.41;-69.26;14277.67;9960;161348;
406;2013.01.14 03:20:00;2013.01.21 01:20:00;Buy;EURUSD;0.10;1.33953;1.33093;0.00;-4.48;-64.62;-69.10;14208.57;9960;161348;
408;2013.01.25 10:20:00;2013.01.25 12:15:53;Buy;EURUSD;0.10;1.34412;1.34536;0.00;0.00;9.22;9.22;14217.79;115;161348;sl 1.34536
410;2013.01.29 18:10:00;2013.01.30 09:03:29;Buy;EURUSD;0.10;1.34833;1.35053;0.00;-0.63;16.29;15.66;14233.45;893;161348;sl 1.35053
412;2013.01.30 16:10:00;2013.02.01 01:00:37;Buy;EURUSD;0.10;1.35746;1.36068;0.00;-2.51;23.66;21.15;14254.60;1970;161348;sl 1.36068
414;2013.02.12 12:00:00;2013.02.12 12:13:04;Buy;EURUSD;0.10;1.34362;1.34522;0.00;0.00;11.89;11.89;14266.49;13;161348;sl 1.34523
417;2013.02.12 17:00:00;2013.02.13 10:51:40;Buy;EURUSD;0.10;1.34634;1.34768;0.00;-0.63;9.94;9.31;14275.80;1071;161348;sl 1.34769
418;2013.02.13 10:40:00;2013.02.13 13:46:27;Buy;EURUSD;0.10;1.34831;1.35091;0.00;0.00;19.25;19.25;14295.05;186;161348;sl 1.35093
420;2013.02.21 09:40:00;2013.02.21 10:06:56;Sell;EURUSD;0.50;1.32136;1.31987;0.00;0.00;56.44;56.44;14351.49;26;161348;sl 1.31987
422;2013.02.25 21:15:00;2013.02.25 21:34:30;Sell;EURUSD;0.50;1.31013;1.30801;0.00;0.00;81.04;81.04;14432.53;19;161348;sl 1.30799
426;2013.03.01 12:00:00;2013.03.01 13:36:32;Sell;EURUSD;0.50;1.30315;1.29971;0.00;0.00;132.34;132.34;14564.87;96;161348;sl 1.29970
427;2013.03.01 12:10:00;2013.03.01 13:36:32;Sell;EURUSD;0.50;1.30234;1.29971;0.00;0.00;101.18;101.18;14666.05;86;161348;sl 1.29970
428;2013.03.01 13:20:00;2013.03.01 16:03:33;Sell;EURUSD;0.50;1.29942;1.29795;0.00;0.00;56.63;56.63;14722.68;163;161348;sl 1.29794
432;2013.03.06 16:10:00;2013.03.06 23:19:36;Sell;EURUSD;0.50;1.29992;1.29750;0.00;0.00;93.26;93.26;14815.94;429;161348;sl 1.29750
433;2013.03.06 16:20:00;2013.03.06 23:19:36;Sell;EURUSD;0.50;1.29957;1.29750;0.00;0.00;79.77;79.77;14895.71;419;161348;sl 1.29750
437;2013.03.01 16:20:00;2013.03.13 14:51:40;Sell;EURUSD;0.50;1.29730;1.29389;0.00;10.35;131.77;142.12;15037.83;17191;161348;sl 1.29389
438;2013.03.13 13:45:00;2013.03.13 14:51:40;Sell;EURUSD;0.50;1.29729;1.29389;0.00;0.00;131.39;131.39;15169.22;66;161348;sl 1.29389
439;2013.03.13 14:05:00;2013.03.13 14:51:40;Sell;EURUSD;0.50;1.29681;1.29389;0.00;0.00;112.84;112.84;15282.06;46;161348;sl 1.29389
440;2013.03.13 14:45:00;2013.03.14 12:59:04;Sell;EURUSD;0.50;1.29366;1.29255;0.00;3.12;42.94;46.06;15328.12;1334;161348;sl 1.29254
442;2013.03.18 00:40:00;2013.03.18 06:59:39;Sell;EURUSD;0.50;1.29055;1.28925;0.00;0.00;50.42;50.42;15378.54;379;161348;sl 1.28922
445;2013.04.04 10:00:00;2013.04.04 14:38:39;Sell;EURUSD;0.50;1.27998;1.27884;0.00;0.00;44.57;44.57;15423.11;278;161348;sl 1.27884
446;2013.04.04 10:40:00;2013.04.04 14:40:41;Sell;EURUSD;0.50;1.27890;1.27675;0.00;0.00;84.20;84.20;15507.31;240;161348;sl 1.27674
448;2013.04.11 12:20:00;2013.04.16 14:33:35;Buy;EURUSD;0.10;1.31227;1.31377;0.00;-1.95;11.42;9.47;15516.78;7333;161348;sl 1.31378
451;2013.04.30 16:10:00;2013.04.30 16:32:36;Buy;EURUSD;0.10;1.31596;1.31703;0.00;0.00;8.12;8.12;15524.90;22;161348;sl 1.31704
452;2013.04.30 16:30:00;2013.05.01 11:44:02;Buy;EURUSD;0.10;1.31746;1.31897;0.00;-0.65;11.45;10.80;15535.70;1154;161348;sl 1.31897
456;2013.05.01 14:20:00;2013.05.08 12:20:00;Buy;EURUSD;0.10;1.32324;1.31346;0.00;-4.54;-74.46;-79.00;15456.70;9960;161348;
457;2013.05.01 14:30:00;2013.05.08 12:30:00;Buy;EURUSD;0.10;1.32402;1.31318;0.00;-4.54;-82.55;-87.09;15369.61;9960;161348;
458;2013.05.08 12:10:00;2013.05.08 14:33:04;Buy;EURUSD;0.10;1.31426;1.31529;0.00;0.00;7.83;7.83;15377.44;143;161348;sl 1.31530
460;2013.05.10 16:10:00;2013.05.10 16:28:18;Sell;EURUSD;0.50;1.29885;1.29744;0.00;0.00;54.34;54.34;15431.78;18;161348;sl 1.29743
463;2013.06.03 18:05:00;2013.06.05 14:20:21;Buy;EURUSD;0.10;1.30957;1.31055;0.00;-1.30;7.48;6.18;15437.96;2655;161348;sl 1.31057
464;2013.06.03 18:25:00;2013.06.05 14:20:21;Buy;EURUSD;0.10;1.30955;1.31055;0.00;-1.30;7.63;6.33;15444.29;2635;161348;sl 1.31057
466;2013.06.06 19:15:00;2013.06.06 19:25:38;Buy;EURUSD;0.10;1.32645;1.32939;0.00;0.00;22.12;22.12;15466.41;10;161348;sl 1.32940
468;2013.06.10 21:45:00;2013.06.11 06:13:37;Buy;EURUSD;0.10;1.32594;1.32811;0.00;-0.64;16.34;15.70;15482.11;508;161348;sl 1.32812
470;2013.06.21 16:45:00;2013.06.21 18:04:34;Sell;EURUSD;0.50;1.31324;1.31208;0.00;0.00;44.20;44.20;15526.31;79;161348;sl 1.31207
473;2013.06.26 12:25:00;2013.06.26 17:36:17;Sell;EURUSD;0.50;1.30269;1.29951;0.00;0.00;122.35;122.35;15648.66;311;161348;sl 1.29949
474;2013.06.26 12:35:00;2013.06.26 17:36:17;Sell;EURUSD;0.50;1.30173;1.29951;0.00;0.00;85.42;85.42;15734.08;301;161348;sl 1.29949
476;2013.07.05 10:45:00;2013.07.05 14:31:29;Sell;EURUSD;0.50;1.28744;1.28239;0.00;0.00;196.90;196.90;15930.98;226;161348;tp 1.28244
478;2013.07.16 14:25:00;2013.07.16 17:44:31;Buy;EURUSD;0.10;1.31225;1.31443;0.00;0.00;16.59;16.59;15947.57;199;161348;sl 1.31444
481;2013.07.22 01:45:00;2013.07.22 11:57:32;Buy;EURUSD;0.10;1.31580;1.31810;0.00;0.00;17.45;17.45;15965.02;612;161348;sl 1.31810
482;2013.07.16 21:45:00;2013.07.22 16:02:37;Buy;EURUSD;0.10;1.31716;1.31961;0.00;-3.89;18.57;14.68;15979.70;8297;161348;sl 1.31961
484;2013.07.22 16:05:00;2013.07.23 16:57:37;Buy;EURUSD;0.10;1.32085;1.32200;0.00;-0.65;8.70;8.05;15987.75;1492;161348;sl 1.32200
487;2013.07.25 21:15:00;2013.07.25 22:26:26;Buy;EURUSD;0.10;1.32719;1.32856;0.00;0.00;10.31;10.31;15998.06;71;161348;sl 1.32856
488;2013.07.25 21:25:00;2013.07.30 13:47:31;Buy;EURUSD;0.10;1.32794;1.32909;0.00;-1.92;8.65;6.73;16004.79;6742;161348;sl 1.32909
490;2013.08.06 15:40:00;2013.08.06 16:56:59;Buy;EURUSD;0.10;1.32984;1.33127;0.00;0.00;10.74;10.74;16015.53;76;161348;sl 1.33129
492;2013.08.07 19:10:00;2013.08.08 09:17:28;Buy;EURUSD;0.10;1.33343;1.33590;0.00;-1.91;18.49;16.58;16032.11;847;161348;sl 1.33591
494;2013.08.15 04:30:00;2013.08.15 19:15:36;Buy;EURUSD;0.10;1.33006;1.33318;0.00;0.00;23.40;23.40;16055.51;885;161348;sl 1.33319
496;2013.08.19 12:05:00;2013.08.19 12:13:38;Buy;EURUSD;0.10;1.33500;1.33644;0.00;0.00;10.77;10.77;16066.28;8;161348;sl 1.33644
498;2013.08.20 14:35:00;2013.08.20 15:51:05;Buy;EURUSD;0.10;1.34273;1.34417;0.00;0.00;10.71;10.71;16076.99;76;161348;sl 1.34418
500;2013.08.30 17:00:00;2013.09.03 09:01:24;Sell;EURUSD;0.50;1.31855;1.31738;0.00;2.04;44.41;46.45;16123.44;5281;161348;sl 1.31738
502;2013.09.16 00:10:00;2013.09.18 20:00:23;Buy;EURUSD;0.10;1.33704;1.34246;0.00;-1.28;40.37;39.09;16162.53;4070;161348;tp 1.34204
505;2013.09.18 20:20:00;2013.09.18 20:41:56;Buy;EURUSD;0.10;1.34631;1.34760;0.00;0.00;9.57;9.57;16172.10;21;161348;sl 1.34761
507;2013.09.18 20:40:00;2013.09.18 21:02:39;Buy;EURUSD;0.10;1.34797;1.35011;0.00;0.00;15.85;15.85;16187.95;22;161348;sl 1.35012
508;2013.09.18 20:50:00;2013.09.18 22:39:54;Buy;EURUSD;0.10;1.34930;1.35315;0.00;0.00;28.45;28.45;16216.40;109;161348;sl 1.35315
510;2013.10.01 08:50:00;2013.10.02 15:29:02;Buy;EURUSD;0.10;1.35795;1.35935;0.00;-0.63;10.30;9.67;16226.07;1839;161348;sl 1.35937
513;2013.10.14 14:40:00;2013.10.17 09:39:36;Buy;EURUSD;0.10;1.35861;1.36128;0.00;-3.15;19.61;16.46;16242.53;4019;161348;sl 1.36129
514;2013.10.14 15:50:00;2013.10.17 09:39:36;Buy;EURUSD;0.10;1.35856;1.36128;0.00;-3.15;19.98;16.83;16259.36;3949;161348;sl 1.36129
516;2013.10.17 09:40:00;2013.10.17 10:02:34;Buy;EURUSD;0.10;1.36145;1.36274;0.00;0.00;9.47;9.47;16268.83;22;161348;sl 1.36275
518;2013.10.17 11:30:00;2013.10.17 14:27:45;Buy;EURUSD;0.10;1.36330;1.36577;0.00;0.00;18.09;18.09;16286.92;177;161348;sl 1.36578
522;2013.10.18 09:40:00;2013.10.22 14:30:33;Buy;EURUSD;0.10;1.36867;1.37393;0.00;-1.24;38.28;37.04;16323.96;6050;161348;tp 1.37367
523;2013.10.18 11:00:00;2013.10.22 14:30:35;Buy;EURUSD;0.10;1.36923;1.37447;0.00;-1.24;38.12;36.88;16360.84;5970;161348;tp 1.37423
524;2013.10.18 12:20:00;2013.10.22 14:31:14;Buy;EURUSD;0.10;1.36967;1.37468;0.00;-1.24;36.44;35.20;16396.04;5891;161348;tp 1.37467
526;2013.10.22 18:00:00;2013.10.24 08:50:33;Buy;EURUSD;0.10;1.37770;1.38121;0.00;-2.47;25.41;22.94;16418.98;2330;161348;sl 1.38121
528;2013.11.01 16:30:00;2013.11.04 04:17:00;Sell;EURUSD;0.50;1.34834;1.34654;0.00;1.00;66.84;67.84;16486.82;3587;161348;sl 1.34651
530;2013.11.07 14:05:00;2013.11.07 14:31:40;Sell;EURUSD;0.50;1.33715;1.33214;0.00;0.00;188.04;188.04;16674.86;26;161348;tp 1.33215
533;2013.11.08 16:15:00;2013.11.08 16:31:39;Sell;EURUSD;0.50;1.33391;1.33281;0.00;0.00;41.27;41.27;16716.13;16;161348;sl 1.33281
535;2013.11.27 10:05:00;2013.11.27 11:01:55;Buy;EURUSD;0.10;1.35925;1.36028;0.00;0.00;7.57;7.57;16723.70;56;161348;sl 1.36028
537;2013.12.06 18:35:00;2013.12.09 10:36:13;Buy;EURUSD;0.10;1.36974;1.37187;0.00;-0.62;15.53;14.91;16738.61;3841;161348;sl 1.37187
541;2013.12.11 17:05:00;2013.12.11 18:30:30;Buy;EURUSD;0.10;1.37898;1.38004;0.00;0.00;7.68;7.68;16746.29;85;161348;sl 1.38005
542;2013.12.11 16:50:00;2013.12.18 14:50:00;Buy;EURUSD;0.10;1.37929;1.37427;0.00;-4.33;-36.53;-40.86;16705.43;9960;161348;
543;2013.12.11 18:25:00;2013.12.18 16:25:00;Buy;EURUSD;0.10;1.38029;1.37587;0.00;-4.33;-32.13;-36.46;16668.97;9960;161348;
546;2013.12.27 04:00:00;2013.12.27 04:18:34;Buy;EURUSD;0.10;1.37239;1.37351;0.00;0.00;8.15;8.15;16677.12;18;161348;sl 1.37351
547;2013.12.27 04:10:00;2013.12.27 08:12:26;Buy;EURUSD;0.10;1.37335;1.37634;0.00;0.00;21.72;21.72;16698.84;242;161348;sl 1.37635
550;2013.12.27 09:20:00;2013.12.27 12:34:14;Buy;EURUSD;0.10;1.37880;1.38382;0.00;0.00;36.28;36.28;16735.12;194;161348;tp 1.38380
551;2013.12.27 09:30:00;2013.12.27 12:41:14;Buy;EURUSD;0.10;1.37964;1.38480;0.00;0.00;37.26;37.26;16772.38;191;161348;tp 1.38464
553;2013.12.30 16:05:00;2013.12.31 18:59:59;Buy;EURUSD;0.10;1.38004;1.37876;0.00;-0.62;-9.28;-9.90;16762.48;1614;0;end of test
554;2013.11.08 16:25:00;2013.12.31 18:59:59;Sell;EURUSD;0.50;1.33266;1.37880;0.00;50.53;-1673.19;-1622.66;15139.82;76474;0;end of test
555;2012.11.16 16:20:00;2013.12.31 18:59:59;Sell;EURUSD;0.50;1.26998;1.37880;0.00;415.06;-3946.19;-3531.13;11608.69;590559;0;end of test
