mean_final_balance,std_final_balance,median_final_balance,min_final_balance,max_final_balance,balance_5th_percentile,balance_25th_percentile,balance_50th_percentile,balance_75th_percentile,balance_95th_percentile,mean_max_drawdown,worst_max_drawdown,dd_5th_percentile,dd_95th_percentile,mean_dd_duration,max_dd_duration,probability_of_profit,probability_of_ruin,var_95,cvar_95
18257.086991316817,2824.350150005358,18312.04083759137,8195.990801001717,30237.392776867066,13345.057984776318,16408.923420834202,18312.04083759137,20201.20853469236,22823.17054153771,10.313146062248645,36.19915659321345,5.2284403049845025,19.213526505825303,62.3,295.0,99.8,0.0,3345.057984776319,2181.0930890457544
