simulation,final_balance,max_drawdown,max_dd_duration,profit_loss
384,14416.568741287823,14.557290351460193,62.0,4416.568741287823
385,15944.043192716392,15.16153670089572,94.0,5944.043192716392
386,17899.895236003063,7.275530592859014,47.0,7899.8952360030635
387,20689.30972684543,4.801493397873172,20.0,10689.30972684543
388,17131.734633768538,11.45235170264563,72.0,7131.734633768538
389,17517.348161049158,6.314343755609741,61.0,7517.348161049158
390,18201.349892682352,10.245911565406118,36.0,8201.349892682352
391,18843.825762600667,6.094139230960504,26.0,8843.825762600667
392,16157.753582327921,15.5941646521601,69.0,6157.753582327921
393,19313.024969475555,8.341117668419407,40.0,9313.024969475555
394,17451.741882334944,16.409928759208327,114.0,7451.7418823349435
395,14466.936513280758,16.55038833925828,127.0,4466.936513280758
396,21765.053235049912,11.388000829219532,58.0,11765.053235049912
397,14461.629459310068,21.96365019517137,182.0,4461.629459310068
398,18510.259181675072,6.831992710016968,41.0,8510.259181675072
399,18173.11552676261,9.709360305610739,78.0,8173.115526762609
400,11909.761149368107,15.681123488248716,132.0,1909.761149368107
401,21023.45411167323,7.749198845370146,46.0,11023.454111673229
402,22710.55270559062,6.5756417307983455,28.0,12710.55270559062
403,19995.634710175713,6.947653113323132,43.0,9995.634710175713
404,16593.98269455142,6.448864154425548,32.0,6593.982694551421
405,21482.65321455922,8.329316994406899,44.0,11482.653214559221
406,16998.199452304703,13.142489296713375,68.0,6998.199452304703
407,23619.952770032156,5.501753456320028,33.0,13619.952770032156
408,17944.218977312805,8.809094736457407,57.0,7944.218977312805
409,20611.255132022896,9.258885296265044,88.0,10611.255132022896
410,17096.058805653367,13.394531023202488,100.0,7096.058805653367
411,18641.629844446397,11.326740219468,55.0,8641.629844446397
412,17537.445690088287,11.994591355763431,68.0,7537.445690088287
413,19963.716367248977,8.495830135078833,50.0,9963.716367248977
414,18920.11670205508,10.642035486671535,72.0,8920.116702055078
415,16071.908370867352,9.361781764641831,54.0,6071.908370867352
416,15578.293284053912,9.545057591431227,89.0,5578.293284053912
417,15211.30505709163,19.847466475006286,70.0,5211.305057091629
418,16585.62806632808,7.360133715316278,91.0,6585.628066328081
419,16147.442383715555,10.500934826106846,73.0,6147.4423837155555
420,19437.375137675957,7.913794565742868,27.0,9437.375137675957
421,17041.474793016674,5.900102884067107,33.0,7041.474793016674
422,13964.489544526252,24.410896451987593,161.0,3964.489544526252
423,19223.515178088648,11.397906193890044,73.0,9223.515178088648
424,16754.999853716603,8.146793648451752,58.0,6754.999853716603
425,20261.30883115059,4.5079893449691175,29.0,10261.308831150589
426,16280.292717127168,11.697886728010035,74.0,6280.292717127168
427,18228.737753521647,5.7830340259218715,51.0,8228.737753521647
428,18803.089152018896,11.080448457145469,55.0,8803.089152018896
429,15071.930400083438,10.947967416786126,80.0,5071.930400083438
430,17973.259373779594,8.522684809661653,98.0,7973.259373779594
431,19396.78275398937,7.048438936777411,30.0,9396.78275398937
432,17216.90597114179,12.130914570795111,86.0,7216.90597114179
433,19425.83939036534,12.551202443298838,49.0,9425.839390365341
434,18355.408273671503,6.771065111515403,44.0,8355.408273671503
435,19315.345484264235,7.536314958479602,44.0,9315.345484264235
436,20836.13861088059,7.469611936970384,27.0,10836.13861088059
437,18677.660737855687,12.829394743308912,50.0,8677.660737855687
438,20516.629427870816,8.597266482060874,24.0,10516.629427870816
439,20045.17694294194,12.6057142705359,37.0,10045.17694294194
440,13190.97607313545,10.838726236774015,67.0,3190.976073135451
441,19112.415508471648,5.550956227052854,32.0,9112.415508471648
442,22199.505798972175,5.498716618376438,35.0,12199.505798972175
443,20004.45394389133,17.10005003669033,73.0,10004.45394389133
444,19568.324365541193,10.544094534320427,79.0,9568.324365541193
445,11928.23194961626,19.47895683345396,185.0,1928.23194961626
446,21681.09652110794,8.428099463603528,45.0,11681.096521107938
447,18494.501697263204,10.660826352681706,30.0,8494.501697263204
448,18784.011838068618,10.503461804794254,101.0,8784.011838068618
449,17382.291243254105,7.9429237611162495,55.0,7382.291243254105
450,17900.37430016909,9.962019655229984,90.0,7900.374300169089
451,19251.420179696965,4.858526069517151,41.0,9251.420179696965
452,17197.881252696207,11.952300312453032,127.0,7197.8812526962065
453,21370.41631766715,9.310874443428704,28.0,11370.41631766715
454,18861.145953307438,10.74289552842706,49.0,8861.145953307438
455,15852.201880762172,7.576052954796794,51.0,5852.201880762172
456,18795.413772196887,8.979556659065322,136.0,8795.413772196887
457,18747.236827993802,8.469766980912901,38.0,8747.236827993802
458,21370.756809071725,6.520654882990977,28.0,11370.756809071725
459,21212.511080559263,5.455978294147404,23.0,11212.511080559263
460,19649.752834042865,5.547352789662084,26.0,9649.752834042865
461,17993.348416592482,10.91711432757702,54.0,7993.348416592482
